person_age,person_income,person_emp_exp,loan_amnt,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,loan_status,person_gender_male,person_education_Bachelor,person_education_Doctorate,person_education_High School,person_education_Master,person_home_ownership_OTHER,person_home_ownership_OWN,person_home_ownership_RENT,loan_intent_EDUCATION,loan_intent_HOMEIMPROVEMENT,loan_intent_MEDICAL,loan_intent_PERSONAL,loan_intent_VENTURE,previous_loan_defaults_on_file_Yes
24.0,75484.0,2,20000.0,11.12,0.26,2.0,562,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0
25.0,75802.0,2,20000.0,11.48,0.26,2.0,637,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
25.0,76733.0,2,20000.0,12.42,0.26,3.0,656,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
26.0,70484.0,4,20000.0,10.25,0.28,2.0,590,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
23.0,78886.0,1,20000.0,10.65,0.25,3.0,653,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
24.0,25992.0,3,5000.0,16.29,0.19,3.0,612,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
23.0,79348.0,0,20000.0,10.37,0.25,2.0,703,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
23.0,78597.0,1,20000.0,11.49,0.25,3.0,596,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0
24.0,26216.0,0,10000.0,10.59,0.38,4.0,586,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1
25.0,26133.0,4,5375.0,13.49,0.21,2.0,650,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1
26.0,71856.0,6,20000.0,11.01,0.28,4.0,610,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
23.0,72259.0,2,20000.0,12.29,0.28,4.0,650,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0
21.0,25869.0,0,3500.0,17.27,0.14,2.0,579,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
26.0,79098.0,2,20000.0,11.99,0.25,2.0,534,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
25.0,71754.0,4,20000.0,14.84,0.28,2.0,540,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
23.0,71688.0,0,20000.0,10.83,0.28,2.0,584,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0
23.0,79539.0,5,20000.0,13.22,0.25,2.0,584,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
22.0,81282.0,1,20000.0,12.18,0.25,2.0,639,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
23.0,81580.0,1,20000.0,11.11,0.25,2.0,607,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1
24.0,81639.0,4,20000.0,13.48,0.24,2.0,681,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
26.0,82432.0,6,20000.0,10.75,0.24,4.0,710,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
25.0,82737.0,4,20000.0,12.53,0.24,4.0,634,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1
24.0,75890.0,2,20000.0,14.84,0.26,4.0,595,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0
23.0,84428.0,1,20000.0,17.74,0.24,2.0,707,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1
25.0,85061.0,1,20000.0,9.99,0.24,2.0,627,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1
22.0,84791.0,0,20000.0,6.91,0.24,4.0,592,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1
25.0,77982.0,6,20000.0,11.01,0.26,4.0,699,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0
25.0,86325.0,2,20000.0,14.09,0.23,2.0,566,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1
22.0,26244.0,0,3000.0,11.49,0.11,3.0,667,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
23.0,86183.0,1,20000.0,14.09,0.23,3.0,638,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
23.0,67625.0,0,20000.0,15.2,0.3,4.0,620,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
24.0,87261.0,1,20000.0,11.83,0.23,2.0,667,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1
24.0,25826.0,4,6000.0,12.21,0.23,2.0,655,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
23.0,80180.0,0,20000.0,14.11,0.25,3.0,666,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
22.0,80179.0,0,20000.0,14.42,0.25,2.0,655,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0
24.0,87458.0,3,20000.0,14.74,0.23,3.0,604,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1
24.0,89922.0,0,20000.0,12.69,0.22,3.0,672,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1
22.0,26137.0,0,1625.0,16.89,0.06,3.0,596,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
25.0,91179.0,0,20000.0,11.01,0.22,4.0,658,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
21.0,26112.0,0,4500.0,11.01,0.17,2.0,608,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
25.0,26559.0,2,8500.0,9.63,0.32,4.0,686,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
24.0,91001.0,0,20000.0,8.88,0.22,3.0,687,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
26.0,90978.0,3,20000.0,6.91,0.22,4.0,652,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
26.0,90805.0,4,20000.0,11.01,0.22,3.0,603,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
25.0,91130.0,0,20000.0,10.38,0.22,3.0,622,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
22.0,83759.0,1,20000.0,10.99,0.24,4.0,660,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0
22.0,91033.0,1,20000.0,11.01,0.22,2.0,572,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1
21.0,26887.0,0,7575.0,11.01,0.28,3.0,641,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
26.0,26792.0,4,5200.0,12.42,0.19,3.0,674,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
24.0,83573.0,1,20000.0,14.82,0.24,4.0,693,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0
23.0,91541.0,4,20000.0,16.32,0.22,3.0,628,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
23.0,72279.0,2,20000.0,16.0,0.28,3.0,688,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
23.0,92304.0,0,20000.0,10.37,0.22,3.0,635,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
26.0,85207.0,2,20000.0,13.16,0.23,3.0,662,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
24.0,85232.0,5,20000.0,14.88,0.23,4.0,652,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
22.0,93127.0,2,20000.0,13.98,0.21,4.0,619,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
26.0,86320.0,2,20000.0,13.36,0.23,2.0,655,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0
21.0,26946.0,0,7125.0,6.99,0.26,3.0,653,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
22.0,26711.0,0,4025.0,5.42,0.15,4.0,565,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
24.0,26769.0,2,8000.0,5.42,0.3,2.0,613,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1
26.0,94812.0,4,20000.0,13.85,0.21,4.0,663,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
22.0,27119.0,0,4000.0,12.99,0.15,2.0,540,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
26.0,27046.0,5,4200.0,9.99,0.16,3.0,598,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1
22.0,26902.0,4,1400.0,11.01,0.05,2.0,653,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
123.0,94723.0,100,20000.0,11.01,0.21,4.0,714,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1
23.0,74473.0,0,20000.0,11.14,0.27,2.0,460,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
21.0,27072.0,0,3800.0,5.99,0.14,2.0,643,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
24.0,87447.0,6,20000.0,11.01,0.23,4.0,632,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
23.0,94310.0,0,20000.0,11.58,0.21,3.0,578,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
23.0,95354.0,2,20000.0,13.85,0.21,4.0,642,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1
23.0,96236.0,0,20000.0,16.89,0.21,4.0,688,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0
23.0,96969.0,2,20000.0,7.9,0.21,4.0,696,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
23.0,27201.0,0,6000.0,12.68,0.22,4.0,527,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
22.0,76808.0,0,20000.0,14.91,0.26,4.0,611,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
24.0,97157.0,0,20000.0,13.06,0.21,4.0,545,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1
25.0,96773.0,3,20000.0,8.88,0.21,4.0,644,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1
23.0,26954.0,0,2000.0,6.17,0.07,4.0,511,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1
22.0,96673.0,1,20000.0,13.98,0.21,4.0,616,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1
22.0,26872.0,3,8500.0,6.54,0.32,4.0,656,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
26.0,76420.0,2,20000.0,13.85,0.26,3.0,656,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0
26.0,27097.0,2,1000.0,10.36,0.04,3.0,581,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
25.0,89914.0,7,20000.0,15.95,0.22,4.0,477,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0
25.0,96778.0,2,20000.0,14.26,0.21,4.0,664,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
23.0,97783.0,0,20000.0,11.71,0.2,2.0,563,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
22.0,98255.0,0,20000.0,13.49,0.2,4.0,623,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
24.0,26747.0,1,2000.0,14.84,0.07,2.0,704,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
22.0,99459.0,0,20000.0,11.01,0.2,2.0,691,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
23.0,92036.0,2,20000.0,15.05,0.22,4.0,648,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
22.0,93070.0,0,20000.0,13.79,0.21,4.0,662,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0
24.0,101201.0,6,20000.0,13.48,0.2,3.0,569,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
26.0,26764.0,4,3000.0,6.76,0.11,2.0,642,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
23.0,102232.0,1,20000.0,11.11,0.2,4.0,663,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1
25.0,101849.0,3,20000.0,13.92,0.2,2.0,627,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
23.0,26678.0,1,4400.0,12.53,0.16,2.0,610,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
21.0,27041.0,0,10000.0,11.14,0.37,2.0,534,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
24.0,95807.0,5,20000.0,14.11,0.21,2.0,678,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0
23.0,103275.0,0,20000.0,7.49,0.19,2.0,597,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
25.0,103166.0,3,20000.0,10.25,0.19,3.0,653,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
26.0,88672.0,2,20000.0,12.53,0.23,2.0,571,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0
21.0,27289.0,0,1500.0,11.86,0.05,3.0,659,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
23.0,27174.0,0,9000.0,7.88,0.33,3.0,619,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1
25.0,102975.0,0,20000.0,11.01,0.19,2.0,663,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
24.0,27558.0,0,4000.0,11.01,0.15,2.0,621,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
22.0,105649.0,1,20000.0,13.85,0.19,4.0,575,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
23.0,27887.0,0,6000.0,13.23,0.22,4.0,477,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
22.0,109017.0,1,20000.0,11.01,0.18,4.0,639,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
23.0,94566.0,1,20000.0,18.25,0.21,2.0,611,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0
24.0,109178.0,1,20000.0,6.54,0.18,3.0,630,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
23.0,108836.0,0,20000.0,11.49,0.18,4.0,560,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1
26.0,109089.0,5,20000.0,11.49,0.18,3.0,537,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1
22.0,27472.0,1,7000.0,11.71,0.25,2.0,694,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
23.0,109061.0,0,20000.0,13.57,0.18,4.0,657,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
25.0,110319.0,1,20000.0,14.35,0.18,3.0,572,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1
26.0,27309.0,1,3825.0,10.65,0.14,4.0,618,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
22.0,111365.0,1,20000.0,15.65,0.18,2.0,649,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
22.0,27358.0,0,6500.0,11.01,0.24,4.0,496,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
25.0,27570.0,0,5875.0,6.62,0.21,2.0,680,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
25.0,111834.0,1,20000.0,9.25,0.18,2.0,606,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
22.0,27122.0,2,2400.0,11.71,0.09,3.0,612,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1
24.0,27730.0,0,8000.0,5.42,0.29,4.0,477,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1
26.0,113057.0,0,20000.0,9.45,0.18,4.0,606,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
23.0,27666.0,0,1550.0,7.49,0.06,2.0,658,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
22.0,114267.0,0,20000.0,11.01,0.18,2.0,602,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1
23.0,100420.0,4,20000.0,11.01,0.2,2.0,571,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
23.0,115130.0,4,20000.0,10.99,0.17,2.0,701,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
24.0,114976.0,3,20000.0,11.01,0.17,3.0,665,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
21.0,27648.0,0,7350.0,7.66,0.27,2.0,635,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1
23.0,116295.0,0,20000.0,13.04,0.17,3.0,643,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
22.0,27385.0,3,7200.0,7.14,0.26,2.0,636,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
22.0,103798.0,0,20000.0,15.65,0.19,4.0,645,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
22.0,118565.0,0,20000.0,11.83,0.17,4.0,575,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
24.0,27463.0,0,3000.0,16.0,0.11,2.0,647,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
23.0,120368.0,0,20000.0,15.28,0.17,4.0,569,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1
21.0,27493.0,2,4000.0,15.05,0.15,4.0,528,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
22.0,27178.0,0,8500.0,15.05,0.31,4.0,626,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
24.0,120691.0,2,20000.0,14.22,0.17,3.0,664,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
25.0,106741.0,1,20000.0,16.35,0.19,3.0,650,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0
26.0,27124.0,2,7500.0,10.96,0.28,2.0,600,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1
25.0,121016.0,0,20000.0,13.06,0.17,2.0,672,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
25.0,120866.0,1,20000.0,13.06,0.17,2.0,563,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1
25.0,27635.0,2,7500.0,11.01,0.27,3.0,665,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
23.0,27475.0,4,6700.0,11.01,0.24,4.0,605,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
22.0,90648.0,0,20000.0,14.96,0.22,4.0,653,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0
23.0,90887.0,2,20000.0,17.04,0.22,2.0,685,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
22.0,121236.0,0,20000.0,12.21,0.16,3.0,580,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1
25.0,27780.0,1,6400.0,7.88,0.23,4.0,672,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
26.0,27364.0,0,5400.0,5.42,0.2,3.0,646,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
26.0,125803.0,6,20000.0,10.74,0.16,2.0,636,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1
23.0,112700.0,0,20000.0,13.22,0.18,3.0,559,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
23.0,114961.0,1,20000.0,14.59,0.17,2.0,654,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
25.0,130715.0,5,20000.0,11.01,0.15,4.0,632,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
25.0,117215.0,2,20000.0,11.01,0.17,3.0,672,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0
23.0,132975.0,1,20000.0,12.42,0.15,3.0,630,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
22.0,132669.0,0,20000.0,14.17,0.15,3.0,476,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1
22.0,132809.0,0,20000.0,13.72,0.15,3.0,691,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
24.0,133069.0,2,20000.0,10.38,0.15,4.0,672,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1
23.0,133031.0,0,20000.0,11.01,0.15,2.0,709,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
22.0,28529.0,1,2000.0,7.51,0.07,3.0,521,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
22.0,28518.0,0,7125.0,11.71,0.25,3.0,564,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
23.0,28149.0,0,3000.0,8.9,0.11,2.0,626,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
25.0,103168.0,1,20000.0,17.39,0.19,2.0,662,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
23.0,28372.0,0,4800.0,5.79,0.17,2.0,667,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
22.0,28527.0,2,8300.0,12.61,0.29,2.0,690,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
23.0,145007.0,1,20000.0,10.37,0.14,4.0,628,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1
24.0,27861.0,0,4750.0,11.36,0.17,3.0,562,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1
24.0,146157.0,0,20000.0,8.9,0.14,3.0,670,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
23.0,150985.0,0,20000.0,11.11,0.13,4.0,602,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
22.0,28613.0,0,3000.0,8.94,0.1,2.0,595,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
25.0,157396.0,3,20000.0,15.27,0.13,2.0,687,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
26.0,156668.0,3,20000.0,13.11,0.13,4.0,668,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
23.0,28773.0,0,6000.0,16.0,0.21,2.0,657,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1
24.0,160903.0,0,20000.0,12.36,0.12,2.0,527,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1
22.0,28257.0,0,10625.0,7.51,0.38,4.0,524,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
21.0,28410.0,0,7000.0,8.9,0.25,3.0,606,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
25.0,168862.0,0,20000.0,6.54,0.12,4.0,546,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1
24.0,166817.0,2,20000.0,15.99,0.12,3.0,681,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
23.0,28492.0,2,3600.0,17.27,0.13,3.0,502,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0
26.0,178602.0,6,20000.0,17.99,0.11,3.0,604,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
22.0,193248.0,0,20000.0,7.49,0.1,4.0,599,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1
22.0,27969.0,0,4800.0,10.0,0.17,4.0,644,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
26.0,193076.0,4,20000.0,9.99,0.1,3.0,660,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
26.0,202337.0,2,20000.0,11.36,0.1,4.0,652,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
26.0,208059.0,4,20000.0,11.83,0.1,2.0,615,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
21.0,28786.0,0,3000.0,13.35,0.1,3.0,638,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
25.0,210999.0,2,20000.0,14.72,0.09,2.0,680,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1
25.0,28595.0,2,4400.0,6.76,0.15,2.0,611,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
25.0,70930.0,0,19900.0,11.83,0.28,4.0,578,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
26.0,140072.0,0,19800.0,11.48,0.14,4.0,617,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
26.0,24756.0,8,500.0,11.41,0.02,2.0,659,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
25.0,28644.0,4,10000.0,11.01,0.35,2.0,570,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
21.0,23899.0,1,700.0,12.29,0.03,2.0,658,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
22.0,28752.0,0,7000.0,14.96,0.24,3.0,484,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
25.0,23980.0,6,750.0,12.29,0.03,4.0,645,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
23.0,13059.0,0,1000.0,10.37,0.08,2.0,541,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
22.0,13021.0,1,1000.0,14.74,0.08,4.0,610,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0
21.0,13197.0,1,1000.0,13.43,0.08,4.0,722,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0
22.0,29111.0,0,2400.0,9.63,0.08,4.0,668,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
21.0,28319.0,0,2400.0,12.21,0.08,4.0,628,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
23.0,13817.0,1,1000.0,10.25,0.07,2.0,667,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
22.0,14763.0,0,1000.0,12.99,0.07,4.0,540,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
22.0,15248.0,0,1000.0,13.98,0.07,4.0,547,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1
23.0,15553.0,3,1000.0,14.65,0.06,3.0,602,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
25.0,15255.0,2,1000.0,10.65,0.07,2.0,611,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0
21.0,14997.0,0,1000.0,13.98,0.07,2.0,669,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1
22.0,15102.0,1,1000.0,13.57,0.07,3.0,559,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0
22.0,16077.0,3,1000.0,14.96,0.06,3.0,642,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
24.0,17683.0,0,1000.0,10.0,0.06,4.0,562,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
21.0,18221.0,0,1000.0,16.29,0.05,4.0,559,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0
23.0,28684.0,1,2000.0,11.11,0.07,3.0,591,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
21.0,28348.0,0,5000.0,11.01,0.18,3.0,506,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1
22.0,18290.0,2,1000.0,16.69,0.05,3.0,623,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
21.0,28367.0,0,15000.0,8.94,0.53,2.0,600,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
22.0,18923.0,0,1000.0,14.3,0.05,3.0,599,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
21.0,20259.0,0,1000.0,15.65,0.05,3.0,604,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0
24.0,21414.0,3,1000.0,11.49,0.05,3.0,619,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1
22.0,20953.0,0,1000.0,13.48,0.05,4.0,665,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
24.0,24085.0,3,1000.0,12.53,0.04,4.0,655,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1
23.0,48233.0,2,19000.0,10.62,0.39,2.0,606,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0
22.0,48844.0,0,19000.0,12.18,0.39,3.0,562,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
25.0,57272.0,1,19000.0,11.99,0.33,2.0,648,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
25.0,61342.0,1,19000.0,10.99,0.31,4.0,645,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0
25.0,63600.0,0,19000.0,11.01,0.3,4.0,610,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0
24.0,29212.0,1,7000.0,10.38,0.24,3.0,607,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
26.0,57891.0,2,19000.0,16.7,0.33,4.0,649,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0
25.0,65799.0,2,19000.0,11.01,0.29,4.0,640,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
22.0,66071.0,0,19000.0,11.01,0.29,4.0,664,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0
23.0,66303.0,3,19000.0,11.14,0.29,2.0,611,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
26.0,75656.0,7,19000.0,7.49,0.25,2.0,621,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0
22.0,84974.0,1,19000.0,8.88,0.22,4.0,589,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
